Name,Age,Major,GPA
Student1333,18,Computer Science,3.27
Student4794,19,English,3.55
Student4905,21,History,3.7
Student1832,19,Mechanical Engineering,2.92
Student8207,18,Psychology,3.45
Student1558,23,Mechanical Engineering,3.86
Student2035,21,Computer Science,2.84
Student8601,18,Computer Science,3.8
Student9284,18,Mechanical Engineering,2.68
Student8632,20,English,3.59
Student3472,18,Mechanical Engineering,3.28
Student4943,23,Mechanical Engineering,3.14
Student9390,22,Computer Science,3.29
Student9529,20,Mechanical Engineering,3.59
Student9928,19,Computer Science,3.27
Student5394,18,History,3.58
Student9253,20,English,3.7
Student6621,24,English,2.65
Student2997,24,English,3.01
Student5421,19,Psychology,2.51
Student5514,24,History,3.92
Student5182,24,Psychology,3.89
Student634,22,Mechanical Engineering,3.06
Student4565,19,Mechanical Engineering,3.74
Student1037,18,History,2.63
Student4710,18,English,3.8
Student2751,21,English,3.1
Student1806,18,English,3.87
Student8975,20,Biology,3.87
Student3476,20,English,3.08
Student950,19,Biology,3.12
Student7074,22,Computer Science,2.74
Student6878,18,Biology,2.66
Student9569,22,English,3.35
Student4584,19,English,3.48
Student1620,19,History,3.33
Student6944,24,Mechanical Engineering,3.56
Student3834,22,Psychology,3.25
Student7221,19,English,2.9
Student7994,18,Psychology,2.52
Student4117,21,Mechanical Engineering,3.95
Student54,21,English,3.99
Student4892,24,History,3.79
Student3877,22,Computer Science,3.2
Student8871,19,English,3.14
Student2394,24,Computer Science,2.76
Student5931,20,History,3.64
Student8306,21,Mechanical Engineering,3.51
Student3692,20,Biology,2.56
Student1471,22,History,2.75
Student4748,21,Computer Science,3.56
Student4484,21,History,2.96
Student1082,21,Mechanical Engineering,3.07
Student9216,24,Computer Science,3.31
Student2721,22,History,2.58
Student822,23,History,3.66
Student6921,24,History,3.41
Student5329,20,Mechanical Engineering,3.21
Student3570,24,English,3.3
Student7767,21,English,3.9
Student6687,21,English,2.55
Student3435,21,Computer Science,3.99
Student4109,20,Psychology,3.75
Student1201,24,Psychology,3.25
Student4760,18,Psychology,3.83
Student1995,18,Computer Science,3.09
Student1825,23,Biology,3.06
Student2141,19,Mechanical Engineering,3.06
Student1258,24,English,3.06
Student2948,19,Computer Science,2.68
Student5390,18,Mechanical Engineering,3.46
Student2088,21,Biology,2.8
Student2339,24,Biology,3.41
Student8265,18,English,2.64
Student1595,23,English,3.75
Student34,23,Mechanical Engineering,2.63
Student9183,20,English,4.0
Student4547,18,Biology,3.79
Student6018,22,English,3.55
Student4279,24,Psychology,3.85
Student1424,24,Mechanical Engineering,2.63
Student1152,24,Mechanical Engineering,3.68
Student7495,23,Mechanical Engineering,3.23
Student1673,18,Psychology,2.57
Student8255,23,History,3.88
Student6090,19,English,3.35
Student8707,24,Psychology,2.96
Student443,22,English,3.71
Student4926,20,Mechanical Engineering,3.52
Student8953,18,Biology,2.81
Student5091,22,Biology,2.92
Student1107,19,English,3.85
Student3237,20,Mechanical Engineering,2.8
Student5721,23,History,3.75
Student5192,18,Mechanical Engineering,3.56
Student5802,21,Computer Science,3.0
Student1871,20,Computer Science,3.12
Student7564,22,Biology,3.26
Student6581,23,Computer Science,3.12
Student2964,23,History,3.34
Student676,24,Biology,3.54
Student4290,24,Psychology,3.27
Student7525,18,Psychology,3.55
Student1123,21,Psychology,3.1
Student2239,18,Mechanical Engineering,3.86
Student5560,19,Mechanical Engineering,2.98
Student3038,24,Mechanical Engineering,2.79
Student9749,23,Psychology,3.91
Student4334,18,Biology,2.64
Student6990,21,Psychology,3.31
Student8722,24,Psychology,3.91
Student4177,18,History,3.74
Student5588,19,Mechanical Engineering,2.88
Student9613,19,Computer Science,3.77
Student1927,22,History,3.36
Student4228,20,Computer Science,3.45
Student8070,21,English,3.18
Student711,21,Psychology,3.74
Student7930,20,History,2.97
Student1463,23,Biology,2.66
Student4111,23,Computer Science,3.2
Student4575,21,Mechanical Engineering,2.61
Student1612,23,History,3.05
Student1097,23,Biology,3.18
Student9140,22,English,3.72
Student3774,20,Psychology,3.43
Student2550,20,Computer Science,3.73
Student8758,18,English,3.37
Student947,19,Mechanical Engineering,2.86
Student103,24,Computer Science,3.53
Student262,22,Computer Science,3.1
Student1850,21,Computer Science,3.26
Student3175,21,Mechanical Engineering,3.68
Student844,24,Psychology,2.61
Student9119,22,Mechanical Engineering,2.92
Student4163,19,Psychology,2.67
Student5141,21,Psychology,3.34
Student490,22,Computer Science,3.07
Student8681,23,English,2.65
Student3900,18,English,2.78
Student3808,23,Psychology,2.71
Student4522,19,History,4.0
Student2299,18,Psychology,3.43
Student8470,22,Computer Science,2.77
Student5850,21,Psychology,2.61
Student7281,20,Biology,3.64
Student9722,19,Biology,3.22
Student1470,18,Psychology,2.77
Student3993,18,English,3.47
Student9383,22,History,3.96
Student5019,19,Computer Science,3.83
Student7093,18,Mechanical Engineering,2.98
Student8955,23,History,3.51
Student9188,19,English,2.84
Student457,21,Computer Science,2.51
Student9356,22,History,3.99
Student3680,23,Mechanical Engineering,3.29
Student2686,21,Computer Science,3.89
Student5991,24,Mechanical Engineering,3.8
Student2308,22,History,3.66
Student3501,23,Computer Science,3.24
Student694,23,English,3.98
Student3157,24,Biology,3.28
Student1681,24,Mechanical Engineering,3.25
Student5037,23,English,2.71
Student8347,23,Computer Science,3.53
Student3134,20,Computer Science,3.41
Student1441,22,Computer Science,2.78
Student5240,20,Mechanical Engineering,3.07
Student8290,24,Biology,2.59
Student9482,21,English,3.1
Student4478,19,Mechanical Engineering,2.63
Student9497,22,Computer Science,3.66
Student66,20,Psychology,3.33
Student9348,18,Mechanical Engineering,2.8
Student2788,19,Computer Science,3.47
Student1029,24,Mechanical Engineering,3.18
Student1732,19,Mechanical Engineering,3.42
Student677,23,Computer Science,3.4
Student1226,24,History,3.07
Student4216,24,English,2.66
Student2762,18,English,2.8
Student2393,22,History,3.92
Student8091,21,History,3.08
Student9173,20,Mechanical Engineering,3.53
Student5718,20,Psychology,3.18
Student3116,19,English,3.41
Student3165,24,Biology,3.39
Student8016,22,History,2.64
Student4264,18,History,3.27
Student5472,18,Computer Science,2.89
Student2437,18,Biology,2.68
Student8964,20,English,3.43
Student4360,21,English,3.62
Student9444,19,English,3.62
Student308,20,Mechanical Engineering,3.92
Student1416,24,English,3.52
Student4482,22,Biology,2.5
Student8376,23,History,3.13
Student1004,19,History,2.79
Student7600,24,Psychology,2.88
Student3290,22,Mechanical Engineering,3.36
Student5101,20,English,3.71
Student7420,21,Psychology,2.65
Student9001,19,Mechanical Engineering,2.98
Student5198,20,Psychology,3.18
Student484,19,Psychology,3.92
Student1853,21,English,3.9
Student6221,21,Computer Science,2.92
Student5811,23,Computer Science,3.17
Student1532,23,Biology,3.12
Student4337,18,History,3.42
Student4008,22,English,3.99
Student3612,22,Mechanical Engineering,2.88
Student508,19,History,3.15
Student8767,18,Computer Science,3.2
Student878,21,English,3.83
Student399,21,Biology,3.25
Student8098,23,History,2.53
Student7446,21,Psychology,3.69
Student2753,23,Psychology,3.37
Student6895,19,History,3.56
Student1918,23,Psychology,3.09
Student6630,20,Mechanical Engineering,3.42
Student1695,22,History,3.2
Student4590,18,Psychology,3.83
Student6379,20,Mechanical Engineering,3.27
Student6417,20,Psychology,3.96
Student7223,23,Psychology,3.67
Student2906,21,English,3.31
Student6146,24,Computer Science,2.6
Student3768,21,English,3.3
Student8754,22,Computer Science,3.94
Student930,19,History,3.13
Student7716,24,History,2.97
Student5248,21,History,3.13
Student1736,24,English,2.99
Student120,23,Biology,2.64
Student2501,21,Mechanical Engineering,3.86
Student6161,20,Computer Science,3.05
Student3006,18,Mechanical Engineering,2.97
Student771,18,History,3.78
Student7272,23,Mechanical Engineering,3.26
Student8790,24,English,2.56
Student4848,19,Computer Science,3.53
Student4705,22,Computer Science,3.16
Student2415,18,Psychology,2.75
Student1235,24,Mechanical Engineering,3.43
Student2373,19,Biology,2.86
Student238,21,English,2.66
Student1359,18,History,2.83
Student8670,20,History,3.94
Student4171,23,English,3.88
Student8872,18,History,2.96
Student5153,24,Biology,3.37
Student8861,23,Psychology,2.77
Student8892,22,English,3.69
Student6925,18,Computer Science,3.89
Student2749,20,Computer Science,3.63
Student1666,24,English,3.84
Student2121,24,English,3.84
Student2022,19,Mechanical Engineering,2.56
Student3850,19,Psychology,2.73
Student7276,22,Biology,3.76
Student7725,23,Biology,3.53
Student9292,19,Mechanical Engineering,3.05
Student6561,21,Psychology,2.92
Student2091,23,History,3.93
Student5699,21,English,3.83
Student5326,24,Biology,3.4
Student1966,20,History,3.1
Student7816,21,Mechanical Engineering,3.47
Student5983,21,Biology,3.04
Student3205,21,Mechanical Engineering,3.39
Student4576,22,English,3.7
Student1735,24,Mechanical Engineering,3.56
Student6668,24,English,3.75
Student3600,23,Biology,3.58
Student6043,20,Biology,3.27
Student6311,22,History,3.53
Student8391,24,History,3.01
Student1631,19,Psychology,2.71
Student146,23,History,3.2
Student787,23,Mechanical Engineering,3.54
Student4804,22,Mechanical Engineering,3.85
Student3550,24,Biology,3.8
Student2998,22,Computer Science,2.63
Student1711,24,Computer Science,3.54
Student1541,22,History,2.99
Student1422,22,Mechanical Engineering,2.85
Student9049,20,Mechanical Engineering,3.03
Student87,22,Psychology,3.28
Student9484,24,History,2.96
Student3818,23,Biology,2.84
Student3896,21,Computer Science,3.31
Student7552,19,Biology,2.93
Student2429,24,Computer Science,3.55
Student6871,21,English,3.93
Student213,19,Biology,3.39
Student691,24,English,3.89
Student5639,18,History,3.08
Student6102,19,Mechanical Engineering,3.49
Student565,22,Mechanical Engineering,3.95
Student2681,19,Computer Science,2.98
Student1148,21,Mechanical Engineering,2.81
Student455,23,Mechanical Engineering,3.81
Student2074,21,Computer Science,3.02
Student924,22,Mechanical Engineering,2.77
Student4002,21,Computer Science,3.93
Student3760,23,History,3.73
Student3712,24,Psychology,3.2
Student4759,21,Psychology,3.18
Student7296,23,English,2.88
Student335,23,Computer Science,3.48
Student2521,18,Psychology,3.31
Student7602,24,Computer Science,2.84
Student3544,20,Computer Science,3.51
Student8322,23,Computer Science,2.55
Student2301,18,Mechanical Engineering,2.55
Student4704,22,English,2.59
Student5377,24,Computer Science,2.52
Student5399,23,History,3.83
Student93,20,Psychology,3.69
Student5997,23,English,3.26
Student537,21,Psychology,2.77
Student7839,18,Mechanical Engineering,3.46
Student6318,21,Computer Science,3.69
Student2980,18,Mechanical Engineering,3.83
Student670,19,History,3.33
Student7168,21,History,3.35
Student747,21,Computer Science,3.75
Student40,19,History,3.63
Student3823,22,Computer Science,3.97
Student5167,24,English,2.69
Student9538,23,History,2.7
Student56,24,History,3.32
Student4904,23,Psychology,2.72
Student5104,24,History,2.92
Student727,24,History,3.75
Student1150,23,Computer Science,2.81
Student3813,21,History,3.01
Student6850,22,English,2.7
Student8903,18,English,3.97
Student5368,21,History,3.07
Student4582,19,English,3.13
Student852,24,History,3.84
Student2079,22,Biology,3.19
Student8277,20,Biology,3.25
Student270,18,Computer Science,3.97
Student8834,21,English,3.69
Student1314,19,English,2.74
Student6706,18,Mechanical Engineering,2.61
Student1687,21,English,3.15
Student4969,22,Computer Science,3.91
Student2820,21,Psychology,3.43
Student3540,23,History,3.7
Student4691,20,History,3.52
Student9507,20,History,3.33
Student1851,18,History,3.4
Student8661,22,History,3.49
Student6391,24,Computer Science,2.82
Student899,24,History,3.82
Student9933,23,History,3.01
Student8548,22,Computer Science,2.83
Student7384,22,History,2.87
Student1108,23,Computer Science,3.63
Student3178,21,English,3.78
Student4983,18,History,3.67
Student273,22,Computer Science,3.93
Student1602,23,Mechanical Engineering,3.41
Student2356,19,English,2.76
Student789,22,Computer Science,2.85
Student1969,23,Psychology,3.03
Student937,23,English,3.31
Student1643,21,English,2.58
Student5809,20,Mechanical Engineering,3.41
Student2523,21,English,3.58
Student6595,22,English,2.83
Student1134,20,Mechanical Engineering,3.63
Student9631,19,English,2.58
Student8503,21,Computer Science,2.55
Student2643,19,Mechanical Engineering,2.59
Student1833,18,Computer Science,2.5
Student3948,20,Biology,3.15
Student4241,21,History,3.59
Student47,24,English,2.73
Student1545,20,English,2.51
Student9539,18,Computer Science,3.88
Student6290,18,Biology,3.04
Student2811,20,Psychology,3.68
Student4011,19,Biology,3.02
Student2236,20,History,2.86
Student7914,20,Mechanical Engineering,3.34
Student3761,23,History,3.5
Student2115,24,Psychology,3.11
Student4866,18,Computer Science,3.71
Student2511,19,History,2.75
Student9261,19,Psychology,2.68
Student8198,19,Mechanical Engineering,2.83
Student1013,18,Mechanical Engineering,3.41
Student3677,21,English,3.97
Student3217,21,History,2.59
Student3695,23,Psychology,3.83
Student6470,20,Mechanical Engineering,3.38
Student6889,22,Mechanical Engineering,2.54
Student6303,18,Biology,3.99
Student8015,24,Mechanical Engineering,3.65
Student8092,19,Biology,2.97
Student4489,21,Psychology,2.85
Student4648,21,History,3.74
Student8435,22,English,3.9
Student9787,23,History,2.78
Student7777,24,Computer Science,2.76
Student4952,24,Mechanical Engineering,2.51
Student5926,24,Computer Science,3.82
Student9025,20,Biology,3.71
Student9311,19,Computer Science,3.06
Student5403,23,History,2.51
Student3141,18,English,3.13
Student7412,21,Biology,2.71
Student9599,20,Computer Science,3.98
Student821,18,Mechanical Engineering,3.1
Student2779,19,English,3.27
Student7946,18,Psychology,3.59
Student3284,23,History,3.6
Student1563,20,Psychology,3.52
Student2711,24,Biology,2.88
Student9649,19,Psychology,3.69
Student6092,19,Psychology,3.83
Student5801,24,Mechanical Engineering,3.51
Student6370,20,Psychology,2.99
Student7934,18,English,2.76
Student6006,21,Computer Science,3.15
Student8240,22,Mechanical Engineering,2.62
Student2761,20,Mechanical Engineering,3.49
Student2945,22,Biology,3.36
Student6725,23,Psychology,3.46
Student6968,19,Biology,3.15
Student7438,22,Computer Science,3.54
Student698,23,Mechanical Engineering,3.31
Student9923,19,Computer Science,3.26
Student5714,19,English,3.8
Student6213,19,Computer Science,3.02
Student7002,21,Computer Science,3.55
Student4521,19,English,2.64
Student4610,21,Mechanical Engineering,3.25
Student2169,22,Computer Science,3.21
Student6682,20,Psychology,3.27
Student591,21,Computer Science,3.98
Student3566,22,Biology,2.59
Student4425,19,English,2.93
Student6286,21,Biology,3.26
Student6326,23,English,3.59
Student3703,22,Computer Science,3.83
Student6059,20,Mechanical Engineering,3.43
Student512,19,Psychology,3.33
Student9163,22,Psychology,2.79
Student9425,24,Psychology,3.59
Student3489,22,History,3.44
Student1081,23,Psychology,3.6
Student5546,22,Psychology,3.3
Student2626,23,History,3.33
Student5299,21,Computer Science,3.75
Student8425,22,History,3.06
Student4907,24,English,2.96
Student4919,20,Psychology,3.53
Student9098,20,Computer Science,3.9
Student4308,19,Psychology,2.64
Student8682,24,History,3.56
Student5092,18,English,3.3
Student5517,20,Psychology,2.82
Student9833,22,Mechanical Engineering,2.84
Student8485,21,English,3.16
Student946,24,Computer Science,3.03
Student2402,22,Psychology,3.89
Student5656,22,Biology,3.37
Student1014,23,English,3.34
Student4886,21,Biology,3.29
Student1868,22,Mechanical Engineering,3.69
Student3082,19,Biology,3.15
Student8668,24,English,3.24
Student8749,18,Biology,3.8
Student2047,18,Biology,3.07
Student9084,21,Mechanical Engineering,3.19
Student1051,18,Mechanical Engineering,3.66
Student134,19,History,3.69
Student1035,20,Biology,3.81
Student5775,23,English,3.17
Student441,23,Computer Science,2.99
Student6950,19,Biology,3.27
Student5777,20,Mechanical Engineering,3.05
Student1847,22,Biology,2.73
Student2344,22,History,3.09
Student8502,19,Psychology,2.94
Student2267,23,Psychology,3.56
Student9907,21,Computer Science,2.7
Student4497,21,Computer Science,2.94
Student9220,21,Psychology,3.22
Student7983,20,Computer Science,3.46
Student6872,22,Computer Science,3.72
Student2463,22,Psychology,3.55
Student3815,23,English,2.75
Student4293,23,History,2.51
Student2559,19,English,3.04
Student8481,24,History,2.9
Student629,20,English,2.82
Student8574,21,English,3.6
Student2036,20,English,3.38
Student3836,22,English,3.69
Student7737,22,Computer Science,3.2
Student7641,21,Biology,3.78
Student5740,19,Mechanical Engineering,3.22
Student8326,19,Biology,3.89
Student3423,24,Biology,2.73
Student1307,18,Computer Science,3.91
Student7347,22,Mechanical Engineering,3.25
Student9711,22,Psychology,2.73
Student6169,21,Computer Science,2.79
Student3547,24,History,3.9
Student7555,18,Computer Science,3.92
Student6261,21,Biology,2.58
Student1873,19,History,3.59
Student6512,22,English,3.79
Student6618,19,Psychology,2.97
Student2476,24,Computer Science,2.99
Student242,21,History,3.54
Student1121,20,Mechanical Engineering,3.19
Student8254,18,Biology,2.8
Student8853,19,Computer Science,3.74
Student8066,21,Biology,3.71
Student5228,18,History,3.21
Student5132,23,Psychology,2.82
Student1993,22,Mechanical Engineering,2.65
Student1722,20,Computer Science,2.88
Student5281,19,Biology,3.26
Student994,18,Computer Science,2.78
Student5068,19,English,3.44
Student4399,19,Computer Science,3.83
Student613,19,History,3.65
Student4413,22,English,3.27
Student163,20,History,2.88
Student2973,18,History,3.07
Student5357,23,Biology,3.9
Student2913,24,History,2.7
Student3871,19,Mechanical Engineering,3.62
Student8559,20,Mechanical Engineering,3.93
Student6752,24,Mechanical Engineering,2.95
Student9865,24,English,2.82
Student9866,23,Mechanical Engineering,2.59
Student744,23,History,3.68
Student4834,21,Psychology,3.27
Student4815,21,English,3.26
Student5358,18,History,3.95
Student2372,20,English,2.82
Student942,22,Computer Science,3.0
Student667,23,History,3.47
Student6389,21,Psychology,3.5
Student7324,21,History,3.98
Student7968,21,History,2.51
Student1293,23,History,2.67
Student7690,22,Psychology,2.79
Student5386,22,Psychology,2.52
Student8544,23,Mechanical Engineering,3.86
Student3191,23,English,2.72
Student5218,19,History,2.99
Student1215,22,Biology,3.15
Student6483,20,Computer Science,3.54
Student1809,22,Computer Science,3.65
Student9825,20,Psychology,3.11
Student5889,18,English,2.86
Student5319,20,Mechanical Engineering,3.35
Student4970,18,History,3.22
Student154,24,Computer Science,3.51
Student6357,22,Psychology,3.6
Student6577,20,Mechanical Engineering,3.6
Student7477,18,Computer Science,3.06
Student9948,22,Psychology,3.57
Student1937,20,Computer Science,3.26
Student3350,23,Mechanical Engineering,3.57
Student1835,20,Mechanical Engineering,3.41
Student4057,20,Computer Science,3.85
Student8120,18,English,3.55
Student9387,18,Biology,2.87
Student3926,18,Biology,3.14
Student2477,23,Psychology,3.43
Student3495,21,History,3.91
Student7282,20,History,3.96
Student5255,24,History,3.51
Student8968,23,Biology,3.01
Student9162,18,Biology,3.58
Student1715,24,English,2.63
Student3043,18,Psychology,2.84
Student2894,22,Computer Science,3.46
Student8845,20,Mechanical Engineering,3.3
Student2374,20,Psychology,2.69
Student4412,23,Psychology,3.85
Student2444,19,History,3.84
Student199,24,History,3.85
Student8039,21,Psychology,3.19
Student7681,18,Mechanical Engineering,3.08
Student9677,19,Computer Science,3.2
Student7586,19,Psychology,3.9
Student327,19,Computer Science,2.51
Student6827,23,Biology,3.51
Student2435,18,History,3.75
Student793,23,Biology,2.59
Student4483,21,Mechanical Engineering,3.96
Student6569,22,History,2.91
Student3994,21,History,3.76
Student9123,19,English,3.0
Student2237,20,Mechanical Engineering,2.9
Student697,24,Computer Science,3.68
Student5289,23,English,3.02
Student7818,23,Biology,3.36
Student5622,23,Mechanical Engineering,3.93
Student7343,21,Psychology,2.71
Student2294,24,Computer Science,3.41
Student8084,21,Computer Science,2.85
Student4557,24,English,3.77
Student2010,24,Biology,2.82
Student7459,18,Mechanical Engineering,2.93
Student3972,23,Biology,2.69
Student7092,19,Psychology,2.77
Student7335,21,Psychology,2.87
Student1566,24,Biology,2.65
Student2360,24,English,3.1
Student4675,21,English,3.27
Student5807,21,History,3.08
Student4531,20,Psychology,3.53
Student4801,19,History,2.56
Student530,18,Mechanical Engineering,3.9
Student8273,24,Biology,3.79
Student6077,20,Biology,2.7
Student4964,19,Biology,3.17
Student9143,19,Biology,2.69
Student5673,19,Psychology,2.6
Student8137,18,Psychology,2.8
Student6247,19,Computer Science,2.56
Student6269,19,Biology,2.6
Student3746,22,History,3.39
Student7203,18,Computer Science,3.38
Student3663,21,Psychology,2.77
Student3342,23,Mechanical Engineering,3.07
Student9157,22,Mechanical Engineering,3.41
Student3152,24,English,3.09
Student20,18,Computer Science,3.25
Student2791,19,English,2.62
Student9762,21,English,3.41
Student6865,19,Biology,3.59
Student9166,23,History,3.13
Student868,23,Biology,3.52
Student8584,21,English,3.82
Student8310,20,English,3.22
Student3247,24,English,2.83
Student1156,23,Computer Science,2.67
Student4029,24,History,2.63
Student3843,19,English,3.97
Student4891,22,English,3.13
Student332,21,Biology,3.44
Student4119,18,Computer Science,2.7
Student6884,23,Computer Science,2.84
Student8530,20,Psychology,3.19
Student7993,20,History,3.72
Student8557,23,Psychology,3.55
Student5366,18,Biology,3.53
Student3304,20,Computer Science,3.1
Student3534,23,History,2.97
Student2384,20,Computer Science,3.47
Student1748,24,Mechanical Engineering,3.91
Student3510,23,English,3.52
Student1213,19,English,3.15
Student4179,18,Biology,2.96
Student5796,19,Computer Science,2.69
Student8905,22,Biology,3.07
Student9113,18,Biology,3.14
Student9707,19,English,3.2
Student8572,21,Biology,3.77
Student5826,19,Computer Science,2.67
Student2418,22,History,3.82
Student4525,18,Psychology,2.69
Student3718,21,Computer Science,3.05
Student563,19,Biology,3.86
Student5895,18,Computer Science,3.03
Student5744,19,History,3.8
Student7605,20,Psychology,2.84
Student4453,20,Computer Science,3.72
Student6580,18,History,2.53
Student5318,21,Computer Science,2.86
Student6177,24,English,3.06
Student7112,18,Biology,3.28
Student3587,23,Computer Science,3.88
Student9868,24,Mechanical Engineering,2.89
Student4021,24,Computer Science,2.62
Student8621,18,Mechanical Engineering,3.52
Student136,19,Biology,3.99
Student4467,24,Psychology,3.39
Student9735,23,History,3.33
Student8873,21,History,2.92
Student1149,23,Mechanical Engineering,2.54
Student19,22,English,2.94
Student3633,20,Computer Science,3.82
Student6330,23,Biology,3.68
Student9376,23,Mechanical Engineering,3.52
Student8062,24,Mechanical Engineering,2.87
Student6616,20,History,3.01
Student8431,18,Psychology,2.98
Student720,18,History,3.27
Student4330,19,Biology,3.28
Student7481,20,Psychology,3.23
Student8387,23,Computer Science,3.71
Student6148,24,History,3.06
Student783,23,English,2.9
Student7457,18,English,3.11
Student5506,23,History,3.9
Student3941,23,Computer Science,2.67
Student2471,22,History,3.53
Student5549,22,History,3.9
Student260,19,History,3.44
Student8076,20,History,3.7
Student1823,22,Psychology,2.77
Student4645,20,Psychology,3.14
Student1291,22,History,2.59
Student6067,21,Mechanical Engineering,3.88
Student8140,23,Biology,3.3
Student2947,20,Psychology,2.58
Student106,21,Mechanical Engineering,2.84
Student3457,20,Computer Science,3.23
Student6893,22,Mechanical Engineering,2.52
Student1665,19,Biology,3.4
Student4157,22,Biology,3.3
Student6609,23,Computer Science,3.42
Student669,23,Computer Science,3.31
Student7548,21,History,3.68
Student3061,23,Psychology,2.97
Student5427,20,History,3.81
Student7191,20,Mechanical Engineering,2.99
Student7799,18,Biology,3.35
Student1487,20,Computer Science,3.96
Student2746,22,History,3.6
Student4464,21,English,3.28
Student6631,20,Biology,3.05
Student5620,19,History,2.7
Student2717,24,History,2.58
Student1203,23,Psychology,3.97
Student6337,24,Biology,3.72
Student8164,24,Computer Science,3.72
Student8257,21,English,2.78
Student2094,24,Psychology,3.02
Student5501,21,English,3.9
Student2567,20,Mechanical Engineering,2.95
Student4791,22,English,3.46
Student3548,22,English,3.03
Student5149,21,Computer Science,2.64
Student2173,18,History,3.38
Student5816,21,History,2.52
Student2230,22,Computer Science,3.33
Student3471,22,History,3.14
Student8432,21,History,3.53
Student8787,22,Psychology,3.14
Student2109,18,Mechanical Engineering,3.28
Student4914,22,Biology,3.51
Student9107,18,Biology,3.59
Student9617,18,Computer Science,2.89
Student7006,23,Mechanical Engineering,3.76
Student287,21,Biology,3.05
Student3564,18,English,2.74
Student9277,20,Psychology,2.73
Student1705,24,Biology,3.19
Student7919,20,Computer Science,3.62
Student3118,22,History,3.96
Student8168,22,English,2.71
Student8799,20,Psychology,2.74
Student1318,22,Psychology,2.79
Student5561,19,Mechanical Engineering,3.9
Student2176,21,Mechanical Engineering,3.63
Student6999,22,Mechanical Engineering,2.84
Student8994,23,History,3.44
Student7562,23,Psychology,3.12
Student9304,22,Psychology,3.68
Student8160,21,Mechanical Engineering,3.35
Student6224,23,Mechanical Engineering,3.2
Student8031,24,Biology,3.84
Student8238,19,Biology,2.5
Student3287,20,Mechanical Engineering,3.0
Student8911,21,Biology,3.75
Student827,22,Mechanical Engineering,2.83
Student9278,23,Psychology,3.58
Student9724,20,Psychology,3.59
Student2137,23,English,2.72
Student2368,22,History,3.27
Student6649,19,Biology,2.93
Student6781,19,Mechanical Engineering,3.01
Student2758,24,History,2.78
Student6702,21,English,2.79
Student1751,23,English,3.82
Student1221,18,Computer Science,3.92
Student323,24,Psychology,3.88
Student3391,23,History,2.72
Student6369,24,History,3.73
Student998,23,Mechanical Engineering,2.69
Student1270,22,Psychology,2.8
Student5267,22,Computer Science,2.74
Student9000,22,History,2.91
Student118,24,Mechanical Engineering,2.77
Student6980,19,Mechanical Engineering,3.12
Student8651,24,Psychology,3.8
Student8398,21,Computer Science,3.34
Student2566,18,Biology,2.98
Student3798,20,Biology,3.59
Student9142,18,Mechanical Engineering,2.8
Student4592,19,English,3.7
Student6768,18,English,3.81
Student5223,24,Psychology,3.84
Student6830,19,Mechanical Engineering,3.6
Student9389,23,Psychology,3.09
Student1343,21,History,3.93
Student9070,20,Computer Science,3.15
Student4189,21,History,3.63
Student5053,23,English,3.83
Student7532,24,Mechanical Engineering,3.21
Student7046,23,Mechanical Engineering,3.37
Student3810,19,Psychology,2.62
Student9150,18,Computer Science,3.83
Student9065,22,History,2.96
Student3171,22,Mechanical Engineering,3.82
Student7301,18,History,3.03
Student935,18,History,2.8
Student483,22,Mechanical Engineering,3.05
Student8969,18,History,3.81
Student9616,24,Mechanical Engineering,3.33
Student4947,24,English,3.71
Student9797,23,Psychology,3.8
Student7450,19,English,2.79
Student4552,19,History,3.54
Student4899,18,History,3.16
Student5063,18,English,3.0
Student3460,23,Psychology,2.54
Student2891,18,Mechanical Engineering,3.53
Student7287,24,Mechanical Engineering,3.64
Student9703,24,Mechanical Engineering,2.51
Student944,19,English,3.13
Student6060,21,Biology,3.71
Student5700,23,Computer Science,3.4
Student4933,20,History,3.05
Student6688,23,Mechanical Engineering,3.91
Student109,20,Computer Science,3.29
Student3504,24,Psychology,3.88
Student7963,20,Computer Science,3.42
Student724,24,Psychology,2.58
Student3649,21,English,2.69
Student5083,19,Computer Science,2.55
Student4700,22,History,3.4
Student3777,19,Mechanical Engineering,2.64
Student1953,24,English,3.36
Student9018,24,Mechanical Engineering,2.51
Student5213,24,English,3.17
Student6743,18,Mechanical Engineering,3.21
Student6079,18,Computer Science,2.58
Student2233,24,Psychology,3.08
Student1388,24,English,3.51
Student5528,22,Biology,3.22
Student8633,21,Computer Science,3.06
Student8041,20,English,3.78
Student4910,18,Computer Science,2.78
Student3383,22,Mechanical Engineering,2.59
Student6579,22,History,3.19
Student6093,18,Biology,3.94
Student9824,22,Mechanical Engineering,2.57
Student1264,19,Mechanical Engineering,3.1
Student5582,23,History,2.95
Student2013,24,History,3.66
Student1420,19,Mechanical Engineering,3.54
Student18,22,History,3.97
Student7149,18,History,3.66
Student5870,20,History,3.75
Student7001,20,Mechanical Engineering,3.69
Student9372,19,Biology,3.31
Student5134,19,Psychology,3.91
Student1243,22,Mechanical Engineering,3.39
Student9918,23,English,3.56
Student4281,21,English,3.27
Student9296,21,Biology,2.64
Student9244,18,Psychology,2.61
Student5642,19,Biology,3.66
Student9006,22,Mechanical Engineering,3.98
Student4966,22,Biology,3.5
Student2972,23,Computer Science,3.51
Student5397,24,Biology,2.8
